osm_id;ort;plz;landkreis;bundesland
942046;Garching an der Alz;84518;Landkreis Altötting;Bayern
30971;Garching bei München;85748;Landkreis München;Bayern
1285598;Gardelegen;39638;Altmarkkreis Salzwedel;Sachsen-Anhalt
1285598;Gardelegen;39646;Altmarkkreis Salzwedel;Sachsen-Anhalt
1285598;Gardelegen;39649;Altmarkkreis Salzwedel;Sachsen-Anhalt
1402696;Garding;25836;Kreis Nordfriesland;Schleswig-Holstein
310350;Garlstorf;21376;Landkreis Harburg;Niedersachsen
939334;Garmisch-Partenkirchen;82467;Landkreis Garmisch-Partenkirchen;Bayern
939334;Garmisch-Partenkirchen;82475;Landkreis Garmisch-Partenkirchen;Bayern
1109691;Garrel;49681;Landkreis Cloppenburg;Niedersachsen
940786;Gars am Inn;83536;Landkreis Mühldorf am Inn;Bayern
940786;Gars am Inn;83546;Landkreis Mühldorf am Inn;Bayern
940786;Gars am Inn;83555;Landkreis Mühldorf am Inn;Bayern
940786;Gars am Inn;83559;Landkreis Mühldorf am Inn;Bayern
310355;Garstedt;21441;Landkreis Harburg;Niedersachsen
1821839;Gartow;29471;Landkreis Lüchow-Dannenberg;Niedersachsen
557082;Gärtringen;71116;Landkreis Böblingen;Baden-Württemberg
1334113;Gartz (Oder);16307;Landkreis Uckermark;Brandenburg
1433096;Garz;17419;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1332957;Garzau-Garzin;15345;Landkreis Märkisch-Oderland;Brandenburg
1437550;Garz/Rügen;18574;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1021703;Gattendorf;95185;Landkreis Hof;Bayern
1239622;Gau-Algesheim;55435;Landkreis Mainz-Bingen;Rheinland-Pfalz
1248626;Gau-Bickelheim;55599;Landkreis Alzey-Worms;Rheinland-Pfalz
1239619;Gau-Bischofsheim;55296;Landkreis Mainz-Bingen;Rheinland-Pfalz
2789079;Gauern;07580;Landkreis Greiz;Thüringen
1254067;Gauersheim;67294;Donnersbergkreis;Rheinland-Pfalz
722091;Gäufelden;71126;Landkreis Böblingen;Baden-Württemberg
1253875;Gaugrehweiler;67822;Donnersbergkreis;Rheinland-Pfalz
1248566;Gau-Heppenheim;55234;Landkreis Alzey-Worms;Rheinland-Pfalz
162712;Gaukönigshofen;97253;Landkreis Würzburg;Bayern
1248574;Gau-Odernheim;55239;Landkreis Alzey-Worms;Rheinland-Pfalz
964190;Gaushorn;25782;Kreis Dithmarschen;Schleswig-Holstein
932494;Gauting;82131;Landkreis Starnberg;Bayern
1248404;Gau-Weinheim;55578;Landkreis Alzey-Worms;Rheinland-Pfalz
1028564;Gebenbach;92274;Landkreis Amberg-Sulzbach;Bayern
2411242;Gebesee;99189;Landkreis Sömmerda;Thüringen
421919;Gebhardshain;57580;Landkreis Altenkirchen;Rheinland-Pfalz
1244231;Gebroth;55595;Landkreis Bad Kreuznach;Rheinland-Pfalz
534084;Gebsattel;91607;Landkreis Ansbach;Bayern
933499;Gechingen;75391;Landkreis Calw;Baden-Württemberg
450116;Gedern;63688;Wetteraukreis;Hessen
1815328;Geeste;49744;Landkreis Emsland;Niedersachsen
325771;Geesthacht;21502;Kreis Herzogtum Lauenburg;Schleswig-Holstein
4447298;Geestland;27607;Landkreis Cuxhaven;Niedersachsen
4447298;Geestland;27624;Landkreis Cuxhaven;Niedersachsen
1085814;Gefell;54552;Landkreis Vulkaneifel;Rheinland-Pfalz
2179161;Gefell;07926;Saale-Orla-Kreis;Thüringen
1071009;Gefrees;95482;Landkreis Bayreuth;Bayern
165447;Gehlberg;98559;Ilm-Kreis;Thüringen
453155;Gehlert;57627;Westerwaldkreis;Rheinland-Pfalz
3422046;Gehlsbach;19386;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1245195;Gehlweiler;55490;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
2362539;Gehofen;06571;Kyffhäuserkreis;Thüringen
1817414;Gehrde;49596;Landkreis Osnabrück;Niedersachsen
2012731;Gehrden;30989;Region Hannover;Niedersachsen
1253973;Gehrweiler;67724;Donnersbergkreis;Rheinland-Pfalz
1171860;Geichlingen;54675;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
959166;Geiersthal;94244;Landkreis Regen;Bayern
157489;Geilenkirchen;52511;Kreis Heinsberg;Nordrhein-Westfalen
537142;Geilnau;56379;Rhein-Lahn-Kreis;Rheinland-Pfalz
2898842;Geisa;36419;Wartburgkreis;Thüringen
534052;Geiselbach;63826;Landkreis Aschaffenburg;Bayern
1251042;Geiselberg;67715;Landkreis Südwestpfalz;Rheinland-Pfalz
959646;Geiselhöring;94333;Landkreis Straubing-Bogen;Bayern
283695;Geiselwind;96160;Landkreis Kitzingen;Bayern
380977;Geisenfeld;85290;Landkreis Pfaffenhofen an der Ilm;Bayern
2778367;Geisenhain;07646;Saale-Holzland-Kreis;Thüringen
192227;Geisenhausen;84144;Landkreis Landshut;Bayern
409070;Geisenheim;65366;Rheingau-Taunus-Kreis;Hessen
1257088;Geisfeld;54413;Landkreis Trier-Saarburg;Rheinland-Pfalz
540061;Geisig;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
1231957;Geisingen;78187;Landkreis Tuttlingen;Baden-Württemberg
2396097;Geisleden;37308;Landkreis Eichsfeld;Thüringen
2779383;Geislingen;72351;Zollernalbkreis;Baden-Württemberg
2770605;Geislingen an der Steige;73312;Landkreis Göppingen;Baden-Württemberg
2813135;Geismar;37308;Landkreis Eichsfeld;Thüringen
422239;Geithain;04643;Landkreis Leipzig;Sachsen
393346;Gelbensande;18182;Landkreis Rostock;Mecklenburg-Vorpommern
162711;Gelchsheim;97255;Landkreis Würzburg;Bayern
167992;Geldern;47608;Kreis Kleve;Nordrhein-Westfalen
318744;Geldersheim;97505;Landkreis Schweinfurt;Bayern
536590;Gelenau/Erzgebirge;09423;Erzgebirgskreis;Sachsen
1075156;Gelenberg;53539;Landkreis Vulkaneifel;Rheinland-Pfalz
535928;Gelnhausen;63571;Main-Kinzig-Kreis;Hessen
535928;Gelnhausen;63589;Main-Kinzig-Kreis;Hessen
62522;Gelsenkirchen;45879;;Nordrhein-Westfalen
62522;Gelsenkirchen;45881;;Nordrhein-Westfalen
62522;Gelsenkirchen;45883;;Nordrhein-Westfalen
62522;Gelsenkirchen;45884;;Nordrhein-Westfalen
62522;Gelsenkirchen;45886;;Nordrhein-Westfalen
62522;Gelsenkirchen;45888;;Nordrhein-Westfalen
62522;Gelsenkirchen;45889;;Nordrhein-Westfalen
62522;Gelsenkirchen;45891;;Nordrhein-Westfalen
62522;Gelsenkirchen;45892;;Nordrhein-Westfalen
62522;Gelsenkirchen;45894;;Nordrhein-Westfalen
62522;Gelsenkirchen;45896;;Nordrhein-Westfalen
62522;Gelsenkirchen;45897;;Nordrhein-Westfalen
62522;Gelsenkirchen;45899;;Nordrhein-Westfalen
933868;Geltendorf;82269;Landkreis Landsberg am Lech;Bayern
1145085;Gelting;24395;Kreis Schleswig-Flensburg;Schleswig-Holstein
1157530;Geltorf;24884;Kreis Schleswig-Flensburg;Schleswig-Holstein
540452;Gemmerich;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
410523;Gemmingen;75050;Landkreis Heilbronn;Baden-Württemberg
405304;Gemmrigheim;74376;Landkreis Ludwigsburg;Baden-Württemberg
1171894;Gemünd;54673;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
443594;Gemünden;35285;Landkreis Waldeck-Frankenberg;Hessen
535006;Gemünden;56459;Westerwaldkreis;Rheinland-Pfalz
1245197;Gemünden;55490;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
349450;Gemünden am Main;97737;Landkreis Main-Spessart;Bayern
418330;Gemünden (Felda);35329;Vogelsbergkreis;Hessen
962266;Genderkingen;86682;Landkreis Donau-Ries;Bayern
452992;Gengenbach;77723;Ortenaukreis;Baden-Württemberg
1239654;Gensingen;55457;Landkreis Mainz-Bingen;Rheinland-Pfalz
1283580;Genthin;39291;Landkreis Jerichower Land;Sachsen-Anhalt
1283580;Genthin;39307;Landkreis Jerichower Land;Sachsen-Anhalt
1171882;Gentingen;54675;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1419710;Genzkow;17099;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1059456;Georgenberg;92697;Landkreis Neustadt an der Waldnaab;Bayern
158414;Georgensgmünd;91166;Landkreis Roth;Bayern
2816724;Georgenthal;99887;Landkreis Gotha;Thüringen
2014146;Georgsdorf;49828;Landkreis Grafschaft Bentheim;Niedersachsen
1819454;Georgsmarienhütte;49124;Landkreis Osnabrück;Niedersachsen
62671;Gera;07545;;Thüringen
62671;Gera;07546;;Thüringen
62671;Gera;07548;;Thüringen
62671;Gera;07549;;Thüringen
62671;Gera;07551;;Thüringen
62671;Gera;07552;;Thüringen
62671;Gera;07554;;Thüringen
62671;Gera;07557;;Thüringen
396219;Geraberg;98716;Ilm-Kreis;Thüringen
388816;Gerabronn;74582;Landkreis Schwäbisch Hall;Baden-Württemberg
1077563;Gerach;96161;Landkreis Bamberg;Bayern
1245116;Gerach;55743;Landkreis Birkenfeld;Rheinland-Pfalz
957044;Geratskirchen;84552;Landkreis Rottal-Inn;Bayern
1253983;Gerbach;67813;Donnersbergkreis;Rheinland-Pfalz
2395920;Gerbershausen;37318;Landkreis Eichsfeld;Thüringen
163738;Gerbrunn;97218;Landkreis Würzburg;Bayern
2408251;Gerbstedt;06347;Landkreis Mansfeld-Südharz;Sachsen-Anhalt
1460249;Gerdau;29581;Landkreis Uelzen;Niedersachsen
1289807;Gerdshagen;16928;Landkreis Prignitz;Brandenburg
935148;Geretsried;82538;Landkreis Bad Tölz-Wolfratshausen;Bayern
1253813;Gerhardsbrunn;66851;Landkreis Kaiserslautern;Rheinland-Pfalz
1253813;Gerhardsbrunn;66894;Landkreis Kaiserslautern;Rheinland-Pfalz
451742;Gerhardshofen;91466;Landkreis Neustadt an der Aisch-Bad Windsheim;Bayern
543120;Gering;56751;Landkreis Mayen-Koblenz;Rheinland-Pfalz
414702;Geringswalde;09326;Landkreis Mittelsachsen;Sachsen
405812;Gerlingen;70839;Landkreis Ludwigsburg;Baden-Württemberg
447633;Germaringen;87656;Landkreis Ostallgäu;Bayern
933480;Germering;82110;Landkreis Fürstenfeldbruck;Bayern
904763;Germersheim;76726;Landkreis Germersheim;Rheinland-Pfalz
2395786;Gernrode;37339;Landkreis Eichsfeld;Thüringen
907212;Gernsbach;76593;Landkreis Rastatt;Baden-Württemberg
443911;Gernsheim;64579;Kreis Groß-Gerau;Hessen
384304;Geroda;97779;Landkreis Bad Kissingen;Bayern
2179162;Geroda;07819;Saale-Orla-Kreis;Thüringen
1021708;Geroldsgrün;95179;Landkreis Hof;Bayern
163745;Geroldshausen;97256;Landkreis Würzburg;Bayern
534399;Gerolfingen;91726;Landkreis Ansbach;Bayern
391272;Gerolsbach;85302;Landkreis Pfaffenhofen an der Ilm;Bayern
1249738;Gerolsheim;67229;Landkreis Bad Dürkheim;Rheinland-Pfalz
1074556;Gerolstein;54568;Landkreis Vulkaneifel;Rheinland-Pfalz
318227;Gerolzhofen;97447;Landkreis Schweinfurt;Bayern
301041;Gersdorf;09355;Landkreis Zwickau;Sachsen
454864;Gersfeld;36129;Landkreis Fulda;Hessen
1184824;Gersheim;66453;Saarpfalz-Kreis;Saarland
2006833;Gersten;49838;Landkreis Emsland;Niedersachsen
2714342;Gerstenberg;04617;Landkreis Altenburger Land;Thüringen
2890264;Gerstengrund;36419;Wartburgkreis;Thüringen
2772184;Gerstetten;89547;Landkreis Heidenheim;Baden-Württemberg
443126;Gersthofen;86368;Landkreis Augsburg;Bayern
2885197;Gerstungen;99819;Wartburgkreis;Thüringen
2885197;Gerstungen;99834;Wartburgkreis;Thüringen
1334093;Gerswalde;17268;Landkreis Uckermark;Brandenburg
2395069;Gerterode;37355;Landkreis Eichsfeld;Thüringen
2179163;Gertewitz;07389;Saale-Orla-Kreis;Thüringen
191734;Gerzen;84175;Landkreis Landshut;Bayern
442915;Geschendorf;23815;Kreis Segeberg;Schleswig-Holstein
162733;Gescher;48712;Kreis Borken;Nordrhein-Westfalen
396224;Geschwenda;98716;Ilm-Kreis;Thüringen
1071007;Gesees;95494;Landkreis Bayreuth;Bayern
152782;Geseke;59590;Kreis Soest;Nordrhein-Westfalen
534082;Geslau;91608;Landkreis Ansbach;Bayern
443321;Gessertshausen;86459;Landkreis Augsburg;Bayern
959863;Gestratz;88167;Landkreis Lindau;Bayern
2012573;Getelo;49843;Landkreis Grafschaft Bentheim;Niedersachsen
548491;Gettorf;24214;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1956782;Gevelsberg;58285;Ennepe-Ruhr-Kreis;Nordrhein-Westfalen
1269815;Gevenich;56825;Landkreis Cochem-Zell;Rheinland-Pfalz
1446644;Gevensleben;38384;Landkreis Helmstedt;Niedersachsen
536589;Geyer;09468;Erzgebirgskreis;Sachsen
162360;Giebelstadt;97232;Landkreis Würzburg;Bayern
1399094;Gieboldehausen;37434;Landkreis Göttingen;Niedersachsen
288964;Giekau;24321;Kreis Plön;Schleswig-Holstein
418869;Gieleroth;57610;Landkreis Altenkirchen;Rheinland-Pfalz
1258412;Gielert;54424;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
1427279;Gielow;17139;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
2791802;Giengen an der Brenz;89522;Landkreis Heidenheim;Baden-Württemberg
2791802;Giengen an der Brenz;89537;Landkreis Heidenheim;Baden-Württemberg
543121;Gierschnach;56294;Landkreis Mayen-Koblenz;Rheinland-Pfalz
416407;Giershausen;57632;Landkreis Altenkirchen;Rheinland-Pfalz
2393507;Giersleben;06449;Salzlandkreis;Sachsen-Anhalt
2817249;Gierstädt;99100;Landkreis Gotha;Thüringen
1108069;Giesdorf;54614;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1168904;Giesen;31180;Landkreis Hildesheim;Niedersachsen
453156;Giesenhausen;57612;Westerwaldkreis;Rheinland-Pfalz
1471097;Giesensdorf;23909;Kreis Herzogtum Lauenburg;Schleswig-Holstein
418617;Gießen;35390;Landkreis Gießen;Hessen
418617;Gießen;35392;Landkreis Gießen;Hessen
418617;Gießen;35394;Landkreis Gießen;Hessen
418617;Gießen;35396;Landkreis Gießen;Hessen
418617;Gießen;35398;Landkreis Gießen;Hessen
1392806;Gifhorn;38518;Landkreis Gifhorn;Niedersachsen
1392806;Gifhorn;38559;Landkreis Gifhorn;Niedersachsen
932423;Gilching;82205;Landkreis Starnberg;Bayern
1269801;Gillenbeuren;56825;Landkreis Cochem-Zell;Rheinland-Pfalz
1085791;Gillenfeld;54558;Landkreis Vulkaneifel;Rheinland-Pfalz
1263909;Gillersdorf;98701;Ilm-Kreis;Thüringen
452206;Gilserberg;34630;Schwalm-Eder-Kreis;Hessen
1808864;Gilten;29690;Landkreis Heidekreis;Niedersachsen
1163513;Gilzem;54298;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1248687;Gimbsheim;67578;Landkreis Alzey-Worms;Rheinland-Pfalz
1244290;Gimbweiler;55767;Landkreis Birkenfeld;Rheinland-Pfalz
1140556;Gindorf;54657;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
2772185;Gingen an der Fils;73333;Landkreis Göppingen;Baden-Württemberg
1438066;Gingst;18569;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
444960;Ginsheim-Gustavsburg;65462;Kreis Groß-Gerau;Hessen
1246764;Ginsweiler;67742;Landkreis Kusel;Rheinland-Pfalz
1258877;Gipperath;54533;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
535007;Girkenroth;56459;Westerwaldkreis;Rheinland-Pfalz
453833;Girod;56412;Westerwaldkreis;Rheinland-Pfalz
449878;Gischow;19386;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1259139;Gladbach;54518;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
63504;Gladbeck;45964;Kreis Recklinghausen;Nordrhein-Westfalen
63504;Gladbeck;45966;Kreis Recklinghausen;Nordrhein-Westfalen
63504;Gladbeck;45968;Kreis Recklinghausen;Nordrhein-Westfalen
225492;Gladenbach;35075;Landkreis Marburg-Biedenkopf;Hessen
1246786;Glanbrücken;66887;Landkreis Kusel;Rheinland-Pfalz
1418991;Glandorf;49219;Landkreis Osnabrück;Niedersachsen
1246492;Glan-Münchweiler;66907;Landkreis Kusel;Rheinland-Pfalz
404298;Glasau;23719;Kreis Segeberg;Schleswig-Holstein
2395987;Glasehausen;37308;Landkreis Eichsfeld;Thüringen
1976639;Glasewitz;18276;Landkreis Rostock;Mecklenburg-Vorpommern
455483;Glashütte;01768;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
418290;Glashütten;61479;Hochtaunuskreis;Hessen
1071003;Glashütten;95496;Landkreis Bayreuth;Bayern
1515755;Glasin;23992;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1407734;Glasow;17322;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
534352;Glattbach;63864;Landkreis Aschaffenburg;Bayern
935844;Glatten;72293;Landkreis Freudenstadt;Baden-Württemberg
551073;Glaubitz;01612;Landkreis Meißen;Sachsen
450109;Glauburg;63695;Wetteraukreis;Hessen
417028;Glauchau;08371;Landkreis Zwickau;Sachsen
1050573;Glees;56653;Landkreis Ahrweiler;Rheinland-Pfalz
31605;Gleichen;37130;Landkreis Göttingen;Niedersachsen
2403719;Gleina;06632;Burgenlandkreis;Sachsen-Anhalt
962089;Gleiritsch;92723;Landkreis Schwandorf;Bayern
975316;Gleißenberg;93477;Landkreis Cham;Bayern
1252464;Gleisweiler;76835;Landkreis Südliche Weinstraße;Rheinland-Pfalz
1252818;Gleiszellen-Gleishorbach;76889;Landkreis Südliche Weinstraße;Rheinland-Pfalz
372860;Glewitz;18513;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1310103;Glienicke/Nordbahn;16548;Landkreis Oberhavel;Brandenburg
454248;Glinde;21509;Kreis Stormarn;Schleswig-Holstein
929915;Glonn;85625;Landkreis Ebersberg;Bayern
956818;Glött;89353;Landkreis Dillingen an der Donau;Bayern
70202;Glottertal;79286;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
1437954;Glowe;18551;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1149288;Glücksburg;24960;Kreis Schleswig-Flensburg;Schleswig-Holstein
447206;Glückstadt;25348;Kreis Steinburg;Schleswig-Holstein
964253;Glüsing;25779;Kreis Dithmarschen;Schleswig-Holstein
935953;Gmund;83703;Landkreis Miesbach;Bayern
1050510;Gnarrenburg;27442;Landkreis Rotenburg (Wümme);Niedersachsen
2778368;Gneus;07646;Saale-Holzland-Kreis;Thüringen
449953;Gneven;19065;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1427897;Gnevkow;17089;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
393357;Gnewitz;18195;Landkreis Rostock;Mecklenburg-Vorpommern
2027763;Gnoien;17179;Landkreis Rostock;Mecklenburg-Vorpommern
1015102;Gnotzheim;91728;Landkreis Weißenburg-Gunzenhausen;Bayern
548559;Gnutz;24622;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
167969;Goch;47574;Kreis Kleve;Nordrhein-Westfalen
318303;Gochsheim;97469;Landkreis Schweinfurt;Bayern
1252728;Göcklingen;76831;Landkreis Südliche Weinstraße;Rheinland-Pfalz
1309677;Göda - Hodźij;02633;Landkreis Bautzen;Sachsen
533583;Goddert;56244;Westerwaldkreis;Rheinland-Pfalz
1419602;Godendorf;17237;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1204723;Gödenroth;56290;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
310364;Gödenstorf;21376;Landkreis Harburg;Niedersachsen
2406473;Goethestadt Bad Lauchstädt;06246;Saalekreis;Sachsen-Anhalt
915435;Göggingen;73571;Ostalbkreis;Baden-Württemberg
382417;Göhl;23758;Kreis Ostholstein;Schleswig-Holstein
1451585;Göhlen;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1819626;Göhrde;29473;Landkreis Lüchow-Dannenberg;Niedersachsen
1437799;Göhren;18586;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
2778472;Göhren;04603;Landkreis Altenburger Land;Thüringen
1424393;Göhren-Lebbin;17213;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
534531;Gohrisch;01824;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
556106;Gokels;25557;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1427902;Golchen;17089;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
534055;Goldbach;63773;Landkreis Aschaffenburg;Bayern
2818244;Goldbach;99869;Landkreis Gotha;Thüringen
1284736;Goldbeck;39596;Landkreis Stendal;Sachsen-Anhalt
449916;Goldberg;19399;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1415665;Goldebek;25862;Kreis Nordfriesland;Schleswig-Holstein
1415663;Goldelund;25862;Kreis Nordfriesland;Schleswig-Holstein
1464851;Göldenitz;23919;Kreis Herzogtum Lauenburg;Schleswig-Holstein
1398839;Goldenstedt;49424;Landkreis Vechta;Niedersachsen
1273182;Goldisthal;98746;Landkreis Sonneberg;Thüringen
1070993;Goldkronach;95497;Landkreis Bayreuth;Bayern
2012574;Gölenkamp;49843;Landkreis Grafschaft Bentheim;Niedersachsen
1244272;Gollenberg;55767;Landkreis Birkenfeld;Rheinland-Pfalz
1332086;Gollenberg;14728;Landkreis Havelland;Brandenburg
1254389;Göllheim;67307;Donnersbergkreis;Rheinland-Pfalz
356741;Gollhofen;97258;Landkreis Neustadt an der Aisch-Bad Windsheim;Bayern
2778473;Göllnitz;04626;Landkreis Altenburger Land;Thüringen
1184654;Golmbach;37640;Landkreis Holzminden;Niedersachsen
2778369;Golmsdorf;07751;Saale-Holzland-Kreis;Thüringen
1389402;Golßen;15938;Landkreis Dahme-Spreewald;Brandenburg
540423;Golzow;14778;Landkreis Potsdam-Mittelmark;Brandenburg
1332916;Golzow;15328;Landkreis Märkisch-Oderland;Brandenburg
2773186;Gomadingen;72532;Landkreis Reutlingen;Baden-Württemberg
2778693;Gomaringen;72810;Landkreis Tübingen;Baden-Württemberg
85214;Gommern;39175;Landkreis Jerichower Land;Sachsen-Anhalt
85214;Gommern;39245;Landkreis Jerichower Land;Sachsen-Anhalt
85214;Gommern;39264;Landkreis Jerichower Land;Sachsen-Anhalt
85214;Gommern;39279;Landkreis Jerichower Land;Sachsen-Anhalt
85214;Gommern;39291;Landkreis Jerichower Land;Sachsen-Anhalt
1252447;Gommersheim;67377;Landkreis Südliche Weinstraße;Rheinland-Pfalz
1270320;Gompertshausen;98663;Landkreis Hildburghausen;Thüringen
1254713;Gonbach;67724;Donnersbergkreis;Rheinland-Pfalz
659844;Gondelsheim;75053;Landkreis Karlsruhe;Baden-Württemberg
1108054;Gondenbrett;54595;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1182301;Gondershausen;56283;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1152705;Gondorf;54647;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
405630;Gönnebek;24610;Kreis Segeberg;Schleswig-Holstein
1022830;Gönnersdorf;53498;Landkreis Ahrweiler;Rheinland-Pfalz
1075994;Gönnersdorf;54584;Landkreis Vulkaneifel;Rheinland-Pfalz
1249960;Gönnheim;67161;Landkreis Bad Dürkheim;Rheinland-Pfalz
552387;Goosefeld;24340;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
2778474;Göpfersdorf;04618;Landkreis Altenburger Land;Thüringen
2792098;Göppingen;73033;Landkreis Göppingen;Baden-Württemberg
2792098;Göppingen;73035;Landkreis Göppingen;Baden-Württemberg
2792098;Göppingen;73037;Landkreis Göppingen;Baden-Württemberg
2792098;Göppingen;73116;Landkreis Göppingen;Baden-Württemberg
1322955;Gorden-Staupitz;03238;Landkreis Elbe-Elster;Brandenburg
453834;Görgeshausen;56412;Westerwaldkreis;Rheinland-Pfalz
448110;Görisried;87657;Landkreis Ostallgäu;Bayern
1334090;Göritz;17291;Landkreis Uckermark;Brandenburg
2179165;Görkwitz;07907;Saale-Orla-Kreis;Thüringen
1821786;Gorleben;29475;Landkreis Lüchow-Dannenberg;Niedersachsen
409676;Görlitz;02826;Landkreis Görlitz;Sachsen
409676;Görlitz;02827;Landkreis Görlitz;Sachsen
409676;Görlitz;02828;Landkreis Görlitz;Sachsen
1451525;Gorlosen;19294;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1427505;Görmin;17121;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
422404;Gornau/Erzgebirge;09405;Erzgebirgskreis;Sachsen
422404;Gornau/Erzgebirge;09437;Erzgebirgskreis;Sachsen
422404;Gornau/Erzgebirge;09573;Erzgebirgskreis;Sachsen
1258362;Gornhausen;54472;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
536009;Gornsdorf;09390;Erzgebirgskreis;Sachsen
2399484;Görsbach;99765;Landkreis Nordhausen;Thüringen
2388430;Gorsleben;06577;Kyffhäuserkreis;Thüringen
1240413;Görwihl;79733;Landkreis Waldshut;Baden-Württemberg
537063;Gorxheimertal;69517;Kreis Bergstraße;Hessen
556564;Görzke;14828;Landkreis Potsdam-Mittelmark;Brandenburg
2179166;Göschitz;07907;Saale-Orla-Kreis;Thüringen
2403779;Goseck;06667;Burgenlandkreis;Sachsen-Anhalt
2778373;Gösen;07607;Saale-Holzland-Kreis;Thüringen
55778;Gosen-Neu Zittau;15537;Landkreis Oder-Spree;Brandenburg
1245094;Gösenroth;55624;Landkreis Birkenfeld;Rheinland-Pfalz
1231967;Gosheim;78559;Landkreis Tuttlingen;Baden-Württemberg
1421453;Goslar;38640;Landkreis Goslar;Niedersachsen
1421453;Goslar;38642;Landkreis Goslar;Niedersachsen
1421453;Goslar;38644;Landkreis Goslar;Niedersachsen
1421453;Goslar;38690;Landkreis Goslar;Niedersachsen
396565;Gossel;99338;Ilm-Kreis;Thüringen
336478;Gössenheim;97780;Landkreis Main-Spessart;Bayern
1252768;Gossersweiler-Stein;76857;Landkreis Südliche Weinstraße;Rheinland-Pfalz
2179167;Gössitz;07389;Saale-Orla-Kreis;Thüringen
2449570;Gößnitz;04639;Landkreis Altenburger Land;Thüringen
1080464;Gößweinstein;91327;Landkreis Forchheim;Bayern
2818690;Gotha;99867;Landkreis Gotha;Thüringen
1953880;Gottenheim;79288;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
1444885;Gottesgabe;19209;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
959169;Gotteszell;94239;Landkreis Regen;Bayern
959911;Gottfrieding;84177;Landkreis Dingolfing-Landau;Bayern
1424153;Gotthun;17207;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1473802;Göttin;21514;Kreis Herzogtum Lauenburg;Schleswig-Holstein
191361;Göttingen;37073;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37075;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37077;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37079;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37081;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37083;Landkreis Göttingen;Niedersachsen
191361;Göttingen;37085;Landkreis Göttingen;Niedersachsen
2785109;Gottmadingen;78244;Landkreis Konstanz;Baden-Württemberg
1258358;Graach an der Mosel;54470;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
